id,imageAssetName,title,shoeSize,videoUrl,stripes,backgroundColor
96,DOAF_FF_095.png,Ducks of a Feather #96,11.5,https://player.vimeo.com/progressive_redirect/playback/679385500/rendition/540p?loc=external&signature=106ff1543b0f703aa71e252448ae183836052a0b616409358b57120f22c4f2f7,N,SKY BLUE
97,DOAF_FF_096.png,Ducks of a Feather #97,11.5,https://player.vimeo.com/progressive_redirect/playback/679385511/rendition/540p?loc=external&signature=f222d2816198288199c217f71dbca69fe7f148160760edb3702b5fa6860b8f13,N,BROWN
98,DOAF_FF_097.png,Ducks of a Feather #98,11.5,https://player.vimeo.com/progressive_redirect/playback/679385518/rendition/540p?loc=external&signature=6d5f1e959eff398607713b867e737b8f705b5106f433f5506a9075c6d1afcd0c,N,ARTICHOKE GREEN
99,DOAF_FF_098.png,Ducks of a Feather #99,11.5,https://player.vimeo.com/progressive_redirect/playback/679385528/rendition/540p?loc=external&signature=f69966eac6cd5ca30efc86f26cc60cae0d00dbdd484526436594232d53349ff9,N,BROWN
100,DOAF_FF_099.png,Ducks of a Feather #100,11.5,https://player.vimeo.com/progressive_redirect/playback/679385535/rendition/540p?loc=external&signature=bd535a40446268aff0b8f2e81da2ac2572e0f1c6e1432d6846154d0d99f517af,N,PURPLE
101,DOAF_FF_100.png,Ducks of a Feather #101,11.5,https://player.vimeo.com/progressive_redirect/playback/679385538/rendition/540p?loc=external&signature=8d5630252be34301a1207988967378631f290ba8cca997f34b70f14283b10c33,Y,BRIGHT ORANGE
102,DOAF_FF_101.png,Ducks of a Feather #102,11.5,https://player.vimeo.com/progressive_redirect/playback/679385546/rendition/540p?loc=external&signature=bc5527899c4810dd0c67801f99575f91e774090309dd861b94ab208456283af2,N,FLAME ORANGE
103,DOAF_FF_102.png,Ducks of a Feather #103,11.5,https://player.vimeo.com/progressive_redirect/playback/679385555/rendition/540p?loc=external&signature=baf914132acc9bc11fb5ba1ae9de2393c05d6339a360a65d57aebecc14b9861d,N,SKY BLUE
104,DOAF_FF_103.png,Ducks of a Feather #104,11.5,https://player.vimeo.com/progressive_redirect/playback/679385562/rendition/540p?loc=external&signature=dc0a84efa309001268c13d2986386d33e19800447ff23ee98a179cd0d972fe5b,N,MINT GREEN
105,DOAF_FF_104.png,Ducks of a Feather #105,11.5,https://player.vimeo.com/progressive_redirect/playback/679385576/rendition/540p?loc=external&signature=1400a13df7d6b020631e47610e7a224fdc2d2274abb642836208a004f03f384f,N,FLAME ORANGE
106,DOAF_FF_105.png,Ducks of a Feather #106,11.5,https://player.vimeo.com/progressive_redirect/playback/679385580/rendition/540p?loc=external&signature=3f5dd94fc0b5194b03b4ca36d7a9202cf77ff469c9bf86adb37d19f416c10fd2,N,LIGHT GREY
107,DOAF_FF_106.png,Ducks of a Feather #107,12,https://player.vimeo.com/progressive_redirect/playback/679385584/rendition/540p?loc=external&signature=d6b58c14308c8560427604e8bb1214491d293c0c538c5b0d1ae10809e5956fd1,Y,YELLOW
108,DOAF_FF_107.png,Ducks of a Feather #108,12,https://player.vimeo.com/progressive_redirect/playback/679385597/rendition/540p?loc=external&signature=b2b83b7fe7439f97d12aa0c8612876b5821155de17ef3dd229cbb78198d54c20,N,FLAME ORANGE
109,DOAF_FF_108.png,Ducks of a Feather #109,12,https://player.vimeo.com/progressive_redirect/playback/679385609/rendition/540p?loc=external&signature=077d870ad454f7edcd4266e088ce55a59890fbe10ee92f8691c71f983f3caf93,N,ARTICHOKE GREEN
110,DOAF_FF_109.png,Ducks of a Feather #110,12,https://player.vimeo.com/progressive_redirect/playback/679385623/rendition/540p?loc=external&signature=caffc608332d9c0331014d9870015d541d635ee82b7f48680ba2dd30244ddbd9,N,BROWN
111,DOAF_FF_110.png,Ducks of a Feather #111,12,https://player.vimeo.com/progressive_redirect/playback/679385634/rendition/540p?loc=external&signature=8aba153cca91e41d03cd162e6ed2c010f36e1f41145976c4ea5be10fe8906568,N,FLAME ORANGE
112,DOAF_FF_111.png,Ducks of a Feather #112,12.5,https://player.vimeo.com/progressive_redirect/playback/679385642/rendition/540p?loc=external&signature=c9bb420960d2a1170c1723b53fab33b83d4b98a4b67cf2306c4bcb5e3dbdbb1c,N,SKY BLUE
